smiles,ri,source_count,source_compound_ids
CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O,1374.209102776742,1,化合物_237
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1435.727926259954,1,化合物_204
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1158.917880883249,1,化合物_213
COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC,2833.434040385782,1,化合物_162
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1100.270332807597,1,化合物_175
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,1129.927837208546,1,化合物_182
COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,1133.828458188258,1,化合物_170
COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC,1443.669992056529,1,化合物_264
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,2169.692773508581,1,化合物_290
COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC,1481.003691138144,1,化合物_300
COc1ccc(Cc2cnc(N)nc2N)cc1OC,1135.386155583903,1,化合物_152
COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,1133.828458188258,1,化合物_169
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,1129.927837208546,1,化合物_181
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,3953.482706766182,1,化合物_252
C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,2065.604659325071,1,化合物_193
C[C@@H]1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,1106.257881205471,1,化合物_210
C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,788.5970790951569,1,化合物_209
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,1409.711912405312,1,化合物_33
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,1492.334546547143,1,化合物_99
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1138.219013892761,1,化合物_65
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,1505.167150136204,1,化合物_116
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1ccncc1,1237.525175751227,1,化合物_76
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],1170.603619449383,1,化合物_122
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1177.174265318703,1,化合物_61
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1157.672693908232,1,化合物_119
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,1778.066832171805,1,化合物_48
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1183.303855392448,1,化合物_66
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,1497.262743104001,1,化合物_27
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)O,1153.366324826392,1,化合物_127
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)SCF,1407.897105519999,1,化合物_47
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1422.9312291859,1,化合物_54
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1506.41345454446,1,化合物_107
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1177.174265318703,1,化合物_71
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,1700.872550025154,1,化合物_110
C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1118.428001289096,1,化合物_185
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,1217.602234803552,1,化合物_18
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12,1172.942758823752,1,化合物_120
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,2037.006234803945,1,化合物_81
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,1167.673774040504,1,化合物_32
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1138.219013892761,1,化合物_35
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,1452.041761398308,1,化合物_109
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,1203.12942094414,1,化合物_28
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)CCC(=O)O,1171.719294925194,1,化合物_51
C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,1307.805306607581,1,化合物_78
C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1183.303855392448,1,化合物_63
C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,2036.002152799126,1,化合物_225
C[C@]12C=CC(=O)C=C1C(Cl)=C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1120.168157004775,1,化合物_23
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1125.825534444687,1,化合物_17
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1139.00562905207,1,化合物_15
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,1150.270734244268,1,化合物_128
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1C[C@@H](O)[C@]2(O)C(=O)CO,1110.231927628785,1,化合物_31
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,1482.20999749815,1,化合物_25
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@@H]3O[C@@]312,1115.751154652303,1,化合物_56
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,1115.471369349199,1,化合物_80
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@H]4OC5(CCCC5)O[C@@]4(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,1218.762136374935,1,化合物_59
C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1481.597598225916,1,化合物_55
C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,1170.505385219434,1,化合物_113
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1139.00562905207,1,化合物_34
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1886.428817721373,1,化合物_3
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1173.466764817042,1,化合物_123
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1142.333801337128,1,化合物_16
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,1210.760076063548,1,化合物_43
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O.O,1200.830173929807,1,化合物_126
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],1184.858081699,1,化合物_124
C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,1223.822754195249,1,化合物_30
C[C@]12CCC(=O)C=C1[C@H](O)C[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1097.394058970988,1,化合物_57
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,1245.027105457784,1,化合物_11
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,1742.254272903546,1,化合物_13
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,1435.163199964964,1,化合物_10
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,2438.112470855252,1,化合物_1
Cc1c2c(c(O)c3c(O)cccc13)C(=O)[C@]1(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]1C2,2088.036625073375,1,化合物_221
Cc1c2c(c(O)c3c(O)cccc13)C(=O)[C@]1(O)C(O)=C(C(N)=O)C(=O)[C@H](N(C)C)[C@@H]1C2.Cl,2088.036625073375,1,化合物_220
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,619.4338313960313,1,化合物_166
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,619.4338313960313,1,化合物_167
Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,1487.248056404709,1,化合物_262
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,704.0401249585592,1,化合物_273
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,1643.325288975547,1,化合物_304
Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,798.1053185747279,1,化合物_298
Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C,1146.256854598086,1,化合物_160
Cc1ncc([N+](=O)[O-])n1CC(C)O,2331.038522136946,1,化合物_140
Cc1ncc([N+](=O)[O-])n1CC(O)CCl,3432.337108292795,1,化合物_144
Cc1ncc([N+](=O)[O-])n1CCCO,2331.038522136946,1,化合物_139
Cc1ncc([N+](=O)[O-])n1CCO,2307.928428688681,1,化合物_138
Cc1ncc([N+](=O)[O-])n1CCOC(=O)c1ccccc1,1214.489479006393,1,化合物_163
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1425.648592943651,1,化合物_161
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,1146.256854598086,1,化合物_159
Cc1onc(NS(=O)(=O)c2ccc(N)cc2)c1C,798.8640318965116,1,化合物_158
Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,1470.986295793041,1,化合物_226
Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,1173.219910702286,1,化合物_207
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,989.5933764328175,1,化合物_205
Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,1258.70913973924,1,化合物_211
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,1129.927837208546,1,化合物_275
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,1183.890905676995,1,化合物_165
Cn1c([N+](=O)[O-])cnc1COC(N)=O,1510.956711402881,1,化合物_142
Cn1cnc([N+](=O)[O-])c1Cl,532.3327690170854,1,化合物_135
Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,751.8260068369079,1,化合物_301
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,730.6677610771599,1,化合物_248
NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,1147.601559062282,1,化合物_254
NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,978.2650539156224,1,化合物_202
Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,1183.890905676995,1,化合物_164
Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,1100.223560082788,1,化合物_178
O=C(CCSc1ccccc1)N1CCC(c2ccccc2Cl)S(=O)(=O)CC1,1494.0732741405,1,化合物_192
O=C(CS(=O)Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1,1113.863569980611,1,化合物_277
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,1135.386155583903,1,化合物_153
O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1,1129.683296707145,1,化合物_267
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1129.683296707145,1,化合物_278
O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,2029.932831460502,1,化合物_214
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,2290.400260525571,1,化合物_189
O=C1OC(CN2CCOCC2)CN1/N=C/c1ccc([N+](=O)[O-])o1,1499.57213533335,1,化合物_188
O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,1971.816203139271,1,化合物_145
O=[N+]([O-])c1ccc2nc[nH]c2c1,4308.622271420519,1,化合物_136
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1112.598576120183,1,化合物_180
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1153.832446327784,1,化合物_299
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1175.022269030334,1,化合物_295
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1458.465093949054,1,化合物_289
OCCOCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,1153.286219476563,1,化合物_283
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,1129.927837208546,1,化合物_183
c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,1208.865740730544,1,化合物_281
