epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,3,,,2.0132336616516113,2.0132336616516113
0,3,1.0012612342834473,,,
1,7,,,1.9559701681137085,1.9559701681137085
1,7,0.9961926341056824,,,
2,11,,,2.003554105758667,2.003554105758667
2,11,0.9829639196395874,,,
3,15,,,1.9586713314056396,1.9586713314056396
3,15,0.9823514223098755,,,
4,19,,,1.8999565839767456,1.8999565839767456
4,19,0.9730932712554932,,,
5,23,,,1.9706162214279175,1.9706162214279175
5,23,0.9676945209503174,,,
6,27,,,1.965791940689087,1.965791940689087
6,27,0.9696733355522156,,,
7,31,,,1.8765902519226074,1.8765902519226074
7,31,0.9623280763626099,,,
8,35,,,1.8834173679351807,1.8834173679351807
8,35,0.9643333554267883,,,
9,39,,,1.9488898515701294,1.9488898515701294
9,39,0.9601287245750427,,,
10,43,,,1.974881649017334,1.974881649017334
10,43,0.9642855525016785,,,
11,47,,,1.9856740236282349,1.9856740236282349
11,47,0.9689918756484985,,,
12,49,,0.6892816424369812,,
12,51,,,1.873547911643982,1.873547911643982
12,51,0.9624519348144531,,,
13,55,,,1.847991704940796,1.847991704940796
13,55,0.9543547034263611,,,
14,59,,,1.8582322597503662,1.8582322597503662
14,59,0.9565898776054382,,,
15,63,,,1.8594305515289307,1.8594305515289307
15,63,0.9504443407058716,,,
16,67,,,1.9073991775512695,1.9073991775512695
16,67,0.9468355774879456,,,
17,71,,,1.8953864574432373,1.8953864574432373
17,71,0.9477189183235168,,,
18,75,,,1.849194049835205,1.849194049835205
18,75,0.9451385140419006,,,
19,79,,,1.8114937543869019,1.8114937543869019
19,79,0.9359545111656189,,,
20,83,,,1.7784714698791504,1.7784714698791504
20,83,0.9387735724449158,,,
21,87,,,1.792131781578064,1.792131781578064
21,87,0.9320008754730225,,,
22,91,,,1.8338780403137207,1.8338780403137207
22,91,0.9192892909049988,,,
23,95,,,1.7570433616638184,1.7570433616638184
23,95,0.9304180145263672,,,
24,99,,0.7370907068252563,,
24,99,,,1.6762959957122803,1.6762959957122803
24,99,0.9108937382698059,,,
25,103,,,1.8426960706710815,1.8426960706710815
25,103,0.9141861796379089,,,
26,107,,,1.8610702753067017,1.8610702753067017
26,107,0.9016671776771545,,,
27,111,,,1.7325983047485352,1.7325983047485352
27,111,0.8898090124130249,,,
28,115,,,1.7124269008636475,1.7124269008636475
28,115,0.8853161931037903,,,
29,119,,,1.8115785121917725,1.8115785121917725
29,119,0.8755134344100952,,,
30,123,,,1.653598666191101,1.653598666191101
30,123,0.860543966293335,,,
31,127,,,1.7805169820785522,1.7805169820785522
31,127,0.8593735098838806,,,
32,131,,,1.719732403755188,1.719732403755188
32,131,0.8419715762138367,,,
33,135,,,1.7083723545074463,1.7083723545074463
33,135,0.8337728381156921,,,
34,139,,,1.786684274673462,1.786684274673462
34,139,0.8407052755355835,,,
35,143,,,1.6416124105453491,1.6416124105453491
35,143,0.8631107211112976,,,
36,147,,,1.5653364658355713,1.5653364658355713
36,147,0.8836948871612549,,,
37,149,,1.056951642036438,,
37,151,,,1.9158365726470947,1.9158365726470947
37,151,0.8354213833808899,,,
38,155,,,1.7026468515396118,1.7026468515396118
38,155,0.8554574847221375,,,
39,159,,,1.6210569143295288,1.6210569143295288
39,159,0.8246731758117676,,,
40,163,,,1.7284492254257202,1.7284492254257202
40,163,0.8230591416358948,,,
41,167,,,1.7970918416976929,1.7970918416976929
41,167,0.8273031711578369,,,
42,171,,,1.635765552520752,1.635765552520752
42,171,0.8286768198013306,,,
43,175,,,1.6933348178863525,1.6933348178863525
43,175,0.8165828585624695,,,
44,179,,,1.781786322593689,1.781786322593689
44,179,0.8236550092697144,,,
45,183,,,1.6748778820037842,1.6748778820037842
45,183,0.8015576601028442,,,
46,187,,,1.6659553050994873,1.6659553050994873
46,187,0.8070337772369385,,,
47,191,,,1.7397552728652954,1.7397552728652954
47,191,0.7979769706726074,,,
48,195,,,1.7317521572113037,1.7317521572113037
48,195,0.7918089032173157,,,
49,199,,0.583685576915741,,
49,199,,,1.720197319984436,1.720197319984436
49,199,0.7913995385169983,,,
