epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,3,,,0.7882878184318542,0.7882878184318542
0,3,1.0028762817382812,,,
1,7,,,0.8050041794776917,0.8050041794776917
1,7,0.9997402429580688,,,
2,11,,,0.8003590106964111,0.8003590106964111
2,11,0.9995586276054382,,,
3,15,,,0.7877731323242188,0.7877731323242188
3,15,0.9977485537528992,,,
4,19,,,0.784038782119751,0.784038782119751
4,19,0.9955414533615112,,,
5,23,,,0.7803217768669128,0.7803217768669128
5,23,0.9942961931228638,,,
6,27,,,0.7488184571266174,0.7488184571266174
6,27,0.995775580406189,,,
7,31,,,0.7644912004470825,0.7644912004470825
7,31,0.99812251329422,,,
8,35,,,0.8358110189437866,0.8358110189437866
8,35,0.9902324080467224,,,
9,39,,,0.8396931290626526,0.8396931290626526
9,39,0.9945489764213562,,,
10,43,,,0.7822227478027344,0.7822227478027344
10,43,0.9904813766479492,,,
11,47,,,0.7736138701438904,0.7736138701438904
11,47,0.983668863773346,,,
12,49,,1.1381597518920898,,
12,51,,,0.7866376042366028,0.7866376042366028
12,51,0.9786837100982666,,,
13,55,,,0.7883390784263611,0.7883390784263611
13,55,0.9731227159500122,,,
14,59,,,0.7760800123214722,0.7760800123214722
14,59,0.9804717898368835,,,
15,63,,,0.8970128297805786,0.8970128297805786
15,63,0.9617316722869873,,,
16,67,,,0.7791460752487183,0.7791460752487183
16,67,0.9574809074401855,,,
17,71,,,0.7359063029289246,0.7359063029289246
17,71,0.9625077247619629,,,
18,75,,,0.7836399078369141,0.7836399078369141
18,75,0.9581100940704346,,,
19,79,,,0.884907066822052,0.884907066822052
19,79,0.9354856014251709,,,
20,83,,,0.8689155578613281,0.8689155578613281
20,83,0.9379165768623352,,,
21,87,,,0.8325458765029907,0.8325458765029907
21,87,0.9176104068756104,,,
22,91,,,0.8564634919166565,0.8564634919166565
22,91,0.8968640565872192,,,
23,95,,,0.8772795796394348,0.8772795796394348
23,95,0.8879966735839844,,,
24,99,,1.0095069408416748,,
24,99,,,0.8806851506233215,0.8806851506233215
24,99,0.8901810050010681,,,
25,103,,,0.9319552183151245,0.9319552183151245
25,103,0.8922311663627625,,,
26,107,,,0.9131880402565002,0.9131880402565002
26,107,0.8590395450592041,,,
27,111,,,0.9647188186645508,0.9647188186645508
27,111,0.8516436219215393,,,
28,115,,,0.9248688220977783,0.9248688220977783
28,115,0.8456295728683472,,,
29,119,,,0.9953870177268982,0.9953870177268982
29,119,0.8483078479766846,,,
30,123,,,0.8908484578132629,0.8908484578132629
30,123,0.8276903033256531,,,
31,127,,,0.9053601026535034,0.9053601026535034
31,127,0.8511818051338196,,,
32,131,,,1.040310025215149,1.040310025215149
32,131,0.8144817352294922,,,
33,135,,,0.9111124873161316,0.9111124873161316
33,135,0.809123694896698,,,
34,139,,,0.8674639463424683,0.8674639463424683
34,139,0.8234779238700867,,,
35,143,,,0.9341292977333069,0.9341292977333069
35,143,0.8196648359298706,,,
36,147,,,1.0171170234680176,1.0171170234680176
36,147,0.7939397096633911,,,
37,149,,0.6768372654914856,,
37,151,,,0.888068437576294,0.888068437576294
37,151,0.7833641171455383,,,
38,155,,,0.8711656332015991,0.8711656332015991
38,155,0.7889110445976257,,,
39,159,,,0.896599531173706,0.896599531173706
39,159,0.7941715717315674,,,
40,163,,,0.9377868175506592,0.9377868175506592
40,163,0.7742764949798584,,,
41,167,,,0.9238706231117249,0.9238706231117249
41,167,0.7680802345275879,,,
42,171,,,0.8959928750991821,0.8959928750991821
42,171,0.7609046697616577,,,
43,175,,,0.9350093007087708,0.9350093007087708
43,175,0.7582732439041138,,,
44,179,,,0.9687703847885132,0.9687703847885132
44,179,0.77352374792099,,,
45,183,,,0.8959356546401978,0.8959356546401978
45,183,0.7463172674179077,,,
46,187,,,0.851080596446991,0.851080596446991
46,187,0.7680408358573914,,,
47,191,,,0.9237092733383179,0.9237092733383179
47,191,0.7602758407592773,,,
48,195,,,0.941207230091095,0.941207230091095
48,195,0.7461957335472107,,,
49,199,,1.146480679512024,,
49,199,,,0.9173154234886169,0.9173154234886169
49,199,0.7404485940933228,,,
